We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Authors are sorted alphabetically.
Accession ID,Originating Laboratory,Submitting Laboratory,Authors
EPI_ISL_770626,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_770627,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_770629,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_476433,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476434,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476436,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476438,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476440,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476441,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476442,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476445,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476446,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476447,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476448,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476451,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476452,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_779156,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_779161,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_779162,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_779163,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_779167,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_779168,Laboratório de Microbiologia Molecular - Universidade FEEVALE,Bioinformatics Laboratory / LNCC,"Felipe Benites, Fernando Rosado Spilki, Alana Witt Hansen, Juliane Deise Fleck, Juliana Schons, Meriane Demoliner, Ana Karolina Eisen Antunes, Fagner Henrique Heldt, Larissa Mallmann, Bruna Hermann, Ana Luiza Ziulkoski, Vyctoria Goes, Karoline Schallenberger, Matheus Nunes Weber, Paula Rodrigues de Almeida, Alessandra Pavan Lamarca da Silva, Ronaldo da Silva F Jr , Luiz G P de Almeida, Alexandra L Gerber , Ana Paula de C Guimarães,Ana Tereza R de Vasconcelos"
EPI_ISL_476454,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476455,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476456,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476457,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476458,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476460,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476461,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476462,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476463,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476464,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476465,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476466,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476467,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476468,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
EPI_ISL_476469,Hospital da Clínicas da Faculdade de Medicina da Universidade de São Paulo,Instituto de Medicina Tropical da Univesidade de São Paulo,"Ingra Morales Claro, Erika Regina Manuli, Cecilia Salete Alencar, Carolina S. Lazar, Silvia F. Costa; Sequencing: Ingra Morales Claro, Jaqueline Goes de Jesus, Erika Regina Manuli, Flavia Cristina da Silva Sales, Thais de Moura Coletti, Camila Alves Maia da Silva, Mariana Severo Ramundo, Giula Magalhaes Ferreira, Darlan da Silva Candido, Julien Theze, Nuno Faria, Ester Sabino"
